policy_id,trip_id,start_ts,end_ts,duration_s,miles,avg_speed_mps,harsh_brake_ct,phone_usage_ct,overspeed_ratio,night_ratio
driver_00000,driver_00000_2025-09-14_0_8d6eed02,2025-09-15T05:53:26.749413+00:00,2025-09-15T06:05:25.749413+00:00,719.0,5.563790136088293,12.451854166666665,0,0,0.0,0.5472222222222223
driver_00000,driver_00000_2025-09-14_0_bb90a8ec,2025-09-15T05:56:25.375888+00:00,2025-09-15T06:08:24.375888+00:00,719.0,5.563790136088293,12.451854166666665,0,0,0.0,0.2986111111111111
driver_00000,driver_00000_2025-09-14_1_e5dbdf69,2025-09-15T09:14:26.749413+00:00,2025-09-15T09:26:25.749413+00:00,719.0,5.57720282144325,12.485225000000002,0,0,0.0,0.0
driver_00000,driver_00000_2025-09-14_1_fc36cdfa,2025-09-15T09:17:25.375888+00:00,2025-09-15T09:29:24.375888+00:00,719.0,5.57720282144325,12.485225000000002,0,0,0.0,0.0
driver_00000,driver_00000_2025-09-15_0_4491f191,2025-09-16T02:11:25.542029+00:00,2025-09-16T02:23:24.542029+00:00,719.0,5.584309810637006,12.497862499999998,0,0,0.0,1.0
driver_00000,driver_00000_2025-09-15_1_d7cf5583,2025-09-16T10:22:25.542029+00:00,2025-09-16T10:34:24.542029+00:00,719.0,5.606755266579867,12.549443055555555,0,0,0.0,0.0
driver_00000,driver_00000_2025-09-16_0_45f7b072,2025-09-16T22:06:25.671173+00:00,2025-09-16T22:18:24.671173+00:00,719.0,5.612883383663302,12.562230555555557,0,0,0.0,1.0
driver_00000,driver_00000_2025-09-16_1_0bc57784,2025-09-17T12:08:25.671173+00:00,2025-09-17T12:20:24.671173+00:00,719.0,5.58174426138175,12.494476388888888,0,0,0.0,0.0
driver_00001,driver_00001_2025-09-14_0_9a05914e,2025-09-14T22:17:25.804851+00:00,2025-09-14T22:29:24.804851+00:00,719.0,5.250618896528262,11.752854166666667,0,0,0.0,1.0
driver_00001,driver_00001_2025-09-14_0_fbe20c4b,2025-09-15T02:08:26.934596+00:00,2025-09-15T02:20:25.934596+00:00,719.0,7.447999170176351,16.669220833333334,0,0,0.0,1.0
driver_00001,driver_00001_2025-09-14_1_16445e4f,2025-09-15T02:52:25.804851+00:00,2025-09-15T03:04:24.804851+00:00,719.0,5.332748381575115,11.937463888888892,0,0,0.0,1.0
driver_00001,driver_00001_2025-09-14_1_5be8c324,2025-09-15T10:19:26.934596+00:00,2025-09-15T10:31:25.934596+00:00,719.0,7.470354916834304,16.720862500000003,0,0,0.0,0.0
driver_00001,driver_00001_2025-09-15_0_10964820,2025-09-16T09:38:25.927599+00:00,2025-09-16T09:50:24.927599+00:00,719.0,5.314040541973003,11.894513888888888,0,0,0.0,0.0
driver_00001,driver_00001_2025-09-15_1_56dfd4e3,2025-09-16T04:34:25.927599+00:00,2025-09-16T04:46:24.927599+00:00,719.0,5.268683335516772,11.79262638888889,0,0,0.0,1.0
driver_00001,driver_00001_2025-09-16_0_e91ee7b1,2025-09-17T05:12:26.055443+00:00,2025-09-17T05:24:25.055443+00:00,719.0,5.279162521671649,11.818234722222224,0,0,0.0,1.0
driver_00001,driver_00001_2025-09-16_1_d4930e7f,2025-09-17T07:32:26.055443+00:00,2025-09-17T07:44:25.055443+00:00,719.0,5.306696467910459,11.87759861111111,0,0,0.0,0.0
driver_00002,driver_00002_2025-09-14_0_b8717314,2025-09-15T06:38:27.064118+00:00,2025-09-15T06:50:26.064118+00:00,719.0,6.987719664103681,15.639320833333336,0,0,0.0,0.0
driver_00002,driver_00002_2025-09-14_0_e0466ace,2025-09-15T10:32:26.185498+00:00,2025-09-15T10:44:25.185498+00:00,719.0,6.932131657223063,15.517015277777778,0,0,0.0,0.0
driver_00002,driver_00002_2025-09-14_1_2d81d7f5,2025-09-15T00:31:26.185498+00:00,2025-09-15T00:43:25.185498+00:00,719.0,6.96875314784156,15.598429166666666,0,0,0.0,1.0
driver_00002,driver_00002_2025-09-14_1_5b86cd02,2025-09-15T05:58:27.064118+00:00,2025-09-15T06:10:26.064118+00:00,719.0,6.909443169992325,15.463825,0,0,0.0,0.12916666666666668
driver_00002,driver_00002_2025-09-15_0_e338537a,2025-09-16T14:16:26.310969+00:00,2025-09-16T14:28:25.310969+00:00,719.0,6.943155996549797,15.53957777777778,0,0,0.0,0.0
driver_00002,driver_00002_2025-09-15_1_23193b2c,2025-09-15T23:48:26.310969+00:00,2025-09-16T00:00:25.310969+00:00,719.0,6.986417263704791,15.638756944444443,0,0,0.0,1.0
driver_00002,driver_00002_2025-09-16_0_c34678b5,2025-09-17T00:03:26.441980+00:00,2025-09-17T00:15:25.441980+00:00,719.0,6.990539675752488,15.648247222222224,0,0,0.0,1.0
driver_00002,driver_00002_2025-09-16_1_4a7a03fc,2025-09-17T11:50:26.441980+00:00,2025-09-17T12:02:25.441980+00:00,719.0,6.988463168774846,15.628543055555555,0,0,0.0,0.0
driver_00003,driver_00003_2025-09-14_0_34562da8,2025-09-15T04:38:27.197995+00:00,2025-09-15T04:50:26.197995+00:00,719.0,5.03706003934582,11.275422222222222,0,0,0.0,1.0
driver_00003,driver_00003_2025-09-14_0_6d3621c0,2025-09-15T07:11:26.569306+00:00,2025-09-15T07:23:25.569306+00:00,719.0,6.770648230385884,15.155781944444445,0,0,0.0,0.0
driver_00003,driver_00003_2025-09-14_1_71667037,2025-09-15T03:19:27.197995+00:00,2025-09-15T03:31:26.197995+00:00,719.0,5.038258072593375,11.279194444444444,0,0,0.0,1.0
driver_00003,driver_00003_2025-09-14_1_cd6c1a93,2025-09-15T06:51:26.569306+00:00,2025-09-15T07:03:25.569306+00:00,719.0,6.804627417500717,15.232772222222223,0,0,0.0,0.0
driver_00003,driver_00003_2025-09-15_0_9e8633b1,2025-09-16T12:03:26.695697+00:00,2025-09-16T12:15:25.695697+00:00,719.0,6.837382982825523,15.303815277777776,0,0,0.0,0.0
driver_00003,driver_00003_2025-09-15_1_f43181d8,2025-09-16T12:42:26.695697+00:00,2025-09-16T12:54:25.695697+00:00,719.0,6.845619860102194,15.323980555555554,0,0,0.0,0.0
driver_00003,driver_00003_2025-09-16_0_f962ce34,2025-09-16T22:38:26.826693+00:00,2025-09-16T22:50:25.826693+00:00,719.0,6.796775478508096,15.213716666666667,0,0,0.0,1.0
driver_00003,driver_00003_2025-09-16_1_f2d5b912,2025-09-17T02:59:26.826693+00:00,2025-09-17T03:11:25.826693+00:00,719.0,6.780274213376053,15.178156944444446,0,0,0.0,1.0
driver_00004,driver_00004_2025-09-14_0_276a36a6,2025-09-15T13:56:27.340775+00:00,2025-09-15T14:08:26.340775+00:00,719.0,3.926108196932949,8.7885375,0,0,0.0,0.0
driver_00004,driver_00004_2025-09-14_0_4d478b94,2025-09-15T12:48:26.955035+00:00,2025-09-15T13:00:25.955035+00:00,719.0,4.1630273871791985,9.318409722222222,0,0,0.0,0.0
driver_00004,driver_00004_2025-09-14_1_41b29750,2025-09-15T13:03:27.340775+00:00,2025-09-15T13:15:26.340775+00:00,719.0,3.926069999238241,8.787465277777779,0,0,0.0,0.0
driver_00004,driver_00004_2025-09-14_1_6d59535c,2025-09-14T22:36:26.955035+00:00,2025-09-14T22:48:25.955035+00:00,719.0,4.230750752709234,9.46965,0,0,0.0,1.0
driver_00004,driver_00004_2025-09-15_0_fbb978b4,2025-09-16T11:56:27.084985+00:00,2025-09-16T12:08:26.084985+00:00,719.0,4.16919356126363,9.333538888888889,0,0,0.0,0.0
driver_00004,driver_00004_2025-09-15_1_bef04051,2025-09-16T02:25:27.084985+00:00,2025-09-16T02:37:26.084985+00:00,719.0,4.20306806738333,9.409641666666667,0,0,0.0,1.0
driver_00004,driver_00004_2025-09-16_0_e2c8521b,2025-09-17T10:04:27.219331+00:00,2025-09-17T10:16:26.219331+00:00,719.0,4.231806372990496,9.47273888888889,0,0,0.0,0.0
driver_00004,driver_00004_2025-09-16_1_f86ce255,2025-09-17T06:49:27.219331+00:00,2025-09-17T07:01:26.219331+00:00,719.0,4.1957977077240045,9.392902777777778,0,0,0.0,0.0
driver_00005,driver_00005_2025-09-14_0_470d2bfd,2025-09-15T10:21:27.352886+00:00,2025-09-15T10:33:26.352886+00:00,719.0,4.79441162999291,10.7310375,0,0,0.0,0.0
driver_00005,driver_00005_2025-09-14_1_2b7e6c9b,2025-09-14T23:25:27.352886+00:00,2025-09-14T23:37:26.352886+00:00,719.0,4.794023548568298,10.729297222222222,0,0,0.0,1.0
driver_00005,driver_00005_2025-09-15_0_0b2634c3,2025-09-16T02:31:27.485923+00:00,2025-09-16T02:43:26.485923+00:00,719.0,4.786980241552205,10.716795833333332,0,0,0.0,1.0
driver_00005,driver_00005_2025-09-15_1_7f529a83,2025-09-16T12:14:27.485923+00:00,2025-09-16T12:26:26.485923+00:00,719.0,4.763276942930165,10.66243472222222,0,0,0.0,0.0
